county,year,month,litter,recycled,dumps,county_rd_miles,state_rd_miles,partners,volunteer_hours
Anderson,2019-2020,July,3321.0,3019.0,0,24.3,1.3,7,39.0
Anderson,2019-2020,Aug,6789.0,6162.0,0,61.0,13.0,40,208.0
Anderson,2019-2020,Sept,5050.0,4065.0,0,55.0,18.0,0,0.0
Anderson,2019-2020,Oct,6297.0,5047.0,0,74.9,3.0,38,164.5
Anderson,2019-2020,Nov,940.0,0.0,0,0.0,10.0,28,75.0
Anderson,2019-2020,Dec,5067.0,4101.0,0,32.9,12.0,14,113.0
Anderson,2019-2020,Jan,7825.0,6216.0,0,45.1,0.0,30,43.0
Anderson,2019-2020,Feb,4198.0,3349.0,0,25.1,0.0,25,52.0
Anderson,2019-2020,Mar,4529.0,3614.0,0,23.3,0.0,0,0.0
Anderson,2019-2020,Apr,880.0,0.0,0,0.0,22.0,0,0.0
Anderson,2019-2020,May,2662.0,2096.0,0,18.2,31.0,0,0.0
Anderson,2019-2020,June,2358.0,1854.0,0,16.5,0.0,29,194.0
Bedford,2019-2020,July,9240.0,3080.0,0,189.0,0.0,0,0.0
Bedford,2019-2020,Aug,9000.0,4580.0,0,198.0,0.0,0,0.0
Bedford,2019-2020,Sept,7260.0,3960.0,0,149.0,0.0,0,0.0
Bedford,2019-2020,Oct,16340.0,6570.0,0,228.7,0.0,0,0.0
Bedford,2019-2020,Nov,8500.0,4660.0,0,118.0,0.0,0,0.0
Bedford,2019-2020,Dec,5280.0,2560.0,0,49.0,0.0,0,0.0
Bedford,2019-2020,Jan,2880.0,460.0,0,27.88,0.0,0,0.0
Bedford,2019-2020,Feb,8652.0,2261.0,0,82.75,0.0,0,0.0
Bedford,2019-2020,Mar,7520.0,2880.0,0,69.85,0.0,0,0.0
Bedford,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Bedford,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Bedford,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Benton,2019-2020,July,2780.0,0.0,9,10.2,0.0,0,0.0
Benton,2019-2020,Aug,0.0,0.0,0,0.0,0.0,0,0.0
Benton,2019-2020,Sept,2040.0,0.0,1,0.4,0.2,0,0.0
Benton,2019-2020,Oct,1600.0,336.0,15,14.0,0.0,0,0.0
Benton,2019-2020,Nov,9700.0,0.0,0,24.5,0.0,0,0.0
Benton,2019-2020,Dec,3360.0,0.0,0,38.0,0.0,0,0.0
Benton,2019-2020,Jan,3860.0,0.0,1,3.35,13.65,0,0.0
Benton,2019-2020,Feb,7640.0,2720.0,0,7.25,10.0,0,0.0
Benton,2019-2020,Mar,3020.0,0.0,12,4.0,12.0,0,0.0
Benton,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Benton,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Benton,2019-2020,June,3060.0,0.0,1,47.8,8.0,0,0.0
Bledsoe,2019-2020,July,4475.0,4500.0,0,1585.0,0.0,0,0.0
Bledsoe,2019-2020,Aug,6527.0,280.0,0,1504.0,0.0,0,0.0
Bledsoe,2019-2020,Sept,5425.0,0.0,0,1440.0,0.0,0,0.0
Bledsoe,2019-2020,Oct,6044.0,425.0,0,1471.0,0.0,0,0.0
Bledsoe,2019-2020,Nov,3425.0,0.0,0,1070.0,0.0,0,0.0
Bledsoe,2019-2020,Dec,5468.0,700.0,0,1132.0,0.0,0,0.0
Bledsoe,2019-2020,Jan,6414.0,125.0,0,1180.0,0.0,0,0.0
Bledsoe,2019-2020,Feb,3675.0,0.0,0,1096.0,0.0,0,0.0
Bledsoe,2019-2020,Mar,5203.0,75.0,0,1213.0,0.0,0,0.0
Bledsoe,2019-2020,Apr,3902.0,75.0,0,1151.0,0.0,0,0.0
Bledsoe,2019-2020,May,4300.0,370.0,0,1148.0,0.0,0,0.0
Bledsoe,2019-2020,June,840.0,792.0,0,2406.0,0.0,0,0.0
Blount,2019-2020,July,43560.0,0.0,8,120.0,14.0,20,40.0
Blount,2019-2020,Aug,33800.0,0.0,9,73.0,6.0,3,6.0
Blount,2019-2020,Sept,31940.0,0.0,6,125.0,0.0,80,132.0
Blount,2019-2020,Oct,47900.0,0.0,11,138.0,50.0,72,176.0
Blount,2019-2020,Nov,32180.0,0.0,10,102.0,0.0,42,178.0
Blount,2019-2020,Dec,27480.0,0.0,7,76.0,4.0,29,79.0
Blount,2019-2020,Jan,44480.0,0.0,7,95.0,0.0,2,4.0
Blount,2019-2020,Feb,35940.0,0.0,16,76.0,9.0,9,11.0
Blount,2019-2020,Mar,13720.0,0.0,5,38.5,9.0,0,0.0
Blount,2019-2020,Apr,9620.0,0.0,8,16.5,0.0,12,22.0
Blount,2019-2020,May,24880.0,0.0,14,71.0,4.0,31,131.0
Blount,2019-2020,June,48900.0,0.0,9,132.0,21.0,12,22.0
Bradley,2019-2020,July,18980.0,675.0,0,370.0,146.0,0,0.0
Bradley,2019-2020,Aug,21240.0,1045.0,1,321.0,134.0,0,0.0
Bradley,2019-2020,Sept,27260.0,1595.0,0,325.0,206.0,0,0.0
Bradley,2019-2020,Oct,35260.0,2925.0,0,434.0,210.0,30,82.0
Bradley,2019-2020,Nov,33720.0,2720.0,1,372.0,176.0,0,0.0
Bradley,2019-2020,Dec,20640.0,3655.0,0,341.0,189.0,0,0.0
Bradley,2019-2020,Jan,33460.0,3975.0,0,393.0,180.0,0,0.0
Bradley,2019-2020,Feb,20680.0,1825.0,0,438.0,209.0,0,0.0
Bradley,2019-2020,Mar,7760.0,450.0,0,207.0,112.0,0,0.0
Bradley,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Bradley,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Bradley,2019-2020,June,10420.0,925.0,0,179.0,125.0,0,0.0
Campbell,2019-2020,July,5400.0,1080.0,2,19.0,4.5,2,16.0
Campbell,2019-2020,Aug,6560.0,6560.0,3,42.5,13.5,2,16.0
Campbell,2019-2020,Sept,4840.0,4840.0,1,17.0,17.5,5,40.0
Campbell,2019-2020,Oct,13040.0,13040.0,1,51.0,24.0,201,1608.0
Campbell,2019-2020,Nov,11040.0,11040.0,7,16.5,6.5,250,2000.0
Campbell,2019-2020,Dec,6520.0,6520.0,8,41.0,3.5,6,48.0
Campbell,2019-2020,Jan,9980.0,9980.0,8,47.5,23.0,6,48.0
Campbell,2019-2020,Feb,5820.0,5820.0,8,36.0,7.5,14,56.0
Campbell,2019-2020,Mar,5100.0,5100.0,4,17.5,7.5,4,32.0
Campbell,2019-2020,Apr,1400.0,1400.0,4,3.5,0.5,7,24.0
Campbell,2019-2020,May,2340.0,2340.0,4,9.0,0.0,2,16.0
Campbell,2019-2020,June,2000.0,2000.0,0,11.0,0.0,3,3.0
Cannon,2019-2020,July,6700.0,0.0,0,1253.0,0.0,0,0.0
Cannon,2019-2020,Aug,6600.0,0.0,0,1497.0,0.0,0,0.0
Cannon,2019-2020,Sept,5400.0,0.0,0,1139.0,0.0,0,0.0
Cannon,2019-2020,Oct,5600.0,0.0,2,1010.0,0.0,0,0.0
Cannon,2019-2020,Nov,5470.0,3.0,0,836.0,0.0,0,0.0
Cannon,2019-2020,Dec,4650.0,0.0,1,700.0,0.0,0,0.0
Cannon,2019-2020,Jan,6080.0,0.0,0,997.0,0.0,0,0.0
Cannon,2019-2020,Feb,7930.0,1.0,0,574.0,0.0,0,0.0
Cannon,2019-2020,Mar,6210.0,0.0,0,737.0,0.0,0,0.0
Cannon,2019-2020,Apr,6050.0,0.0,0,493.0,0.0,0,0.0
Cannon,2019-2020,May,3900.0,0.0,1,280.0,0.0,0,0.0
Cannon,2019-2020,June,4350.0,0.0,1,427.0,0.0,0,0.0
Carroll,2019-2020,July,760.0,23.0,2,13.8,0.0,0,0.0
Carroll,2019-2020,Aug,840.0,0.0,3,10.1,0.0,0,0.0
Carroll,2019-2020,Sept,660.0,40.0,1,28.0,0.0,0,0.0
Carroll,2019-2020,Oct,61660.0,33.0,1,13.1,0.0,0,0.0
Carroll,2019-2020,Nov,1780.0,34.0,2,5.8,0.0,0,0.0
Carroll,2019-2020,Dec,0.68,35.0,0,11.6,0.0,1,1.0
Carroll,2019-2020,Jan,2140.0,38.0,2,5.0,0.0,0,0.0
Carroll,2019-2020,Feb,700.0,40.0,1,4.7,0.0,0,0.0
Carroll,2019-2020,Mar,8800.0,0.0,2,3.9,0.0,0,0.0
Carroll,2019-2020,Apr,560.0,20.0,1,16.2,0.0,0,0.0
Carroll,2019-2020,May,60.0,32.0,0,19.7,0.0,0,0.0
Carroll,2019-2020,June,280.0,20.0,1,13.6,0.0,0,0.0
Carter,2019-2020,July,2290.0,7100.0,0,1640.5,0.0,0,0.0
Carter,2019-2020,Aug,6960.0,6960.0,0,2103.0,0.0,0,0.0
Carter,2019-2020,Sept,5320.0,5320.0,1,2161.0,0.0,0,0.0
Carter,2019-2020,Oct,5347.0,5347.0,7,745.0,0.0,0,0.0
Carter,2019-2020,Nov,4860.0,4860.0,0,519.0,0.0,0,0.0
Carter,2019-2020,Dec,6705.0,6705.0,2,466.0,0.0,0,0.0
Carter,2019-2020,Jan,7380.0,7380.0,8,309.0,0.0,0,0.0
Carter,2019-2020,Feb,5140.0,5140.0,0,516.0,0.0,0,0.0
Carter,2019-2020,Mar,8080.0,8080.0,0,621.0,0.0,0,0.0
Carter,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Carter,2019-2020,May,4720.0,4720.0,2,586.0,0.0,0,0.0
Carter,2019-2020,June,9140.0,9140.0,0,601.0,0.0,0,0.0
Cheatham,2019-2020,July,10380.0,0.0,15,1354.0,47.0,0,0.0
Cheatham,2019-2020,Aug,10380.0,0.0,9,981.0,40.1,0,0.0
Cheatham,2019-2020,Sept,13480.0,0.0,16,1302.0,32.0,0,0.0
Cheatham,2019-2020,Oct,11660.0,0.0,26,1330.0,40.0,0,0.0
Cheatham,2019-2020,Nov,15540.0,0.0,30,1212.0,152.0,0,0.0
Cheatham,2019-2020,Dec,22434.0,0.0,26,1118.0,79.0,0,0.0
Cheatham,2019-2020,Jan,13860.0,0.0,18,1138.0,378.0,0,0.0
Cheatham,2019-2020,Feb,8300.0,0.0,22,1104.0,91.0,0,0.0
Cheatham,2019-2020,Mar,9680.0,0.0,38,1400.0,200.0,0,0.0
Cheatham,2019-2020,Apr,10770.0,0.0,41,1622.0,800.0,0,0.0
Cheatham,2019-2020,May,8560.0,0.0,41,289.0,1783.0,0,0.0
Cheatham,2019-2020,June,0.0,0.0,34,1785.0,14540.0,0,0.0
Chester,2019-2020,July,8000.0,321.0,6,0.0,0.0,0,0.0
Chester,2019-2020,Aug,10740.0,270.0,4,253.0,0.0,0,0.0
Chester,2019-2020,Sept,5000.0,82.0,3,142.0,0.0,0,0.0
Chester,2019-2020,Oct,8400.0,166.0,7,153.0,0.0,0,0.0
Chester,2019-2020,Nov,11000.0,269.0,2,203.0,0.0,0,0.0
Chester,2019-2020,Dec,8680.0,204.0,5,160.0,0.0,0,0.0
Chester,2019-2020,Jan,11000.0,167.0,11,228.0,0.0,0,0.0
Chester,2019-2020,Feb,9340.0,243.0,0,196.0,0.0,0,0.0
Chester,2019-2020,Mar,10080.0,266.0,0,130.0,0.0,0,0.0
Chester,2019-2020,Apr,8000.0,279.0,3,204.0,0.0,0,0.0
Chester,2019-2020,May,10280.0,214.0,2,196.0,0.0,0,0.0
Chester,2019-2020,June,6000.0,158.0,2,101.0,0.0,0,0.0
Claiborne,2019-2020,July,62440.0,1998.0,2,585.0,1157.0,0,0.0
Claiborne,2019-2020,Aug,65000.0,2004.0,1,1075.0,874.0,0,0.0
Claiborne,2019-2020,Sept,61160.0,2020.0,1,1242.0,663.0,0,0.0
Claiborne,2019-2020,Oct,62700.0,2006.0,0,923.0,840.0,0,0.0
Claiborne,2019-2020,Nov,60260.0,2010.0,1,1081.0,804.0,0,0.0
Claiborne,2019-2020,Dec,47580.0,1997.0,4,840.0,1012.0,0,0.0
Claiborne,2019-2020,Jan,57840.0,2009.0,0,1091.0,898.0,0,0.0
Claiborne,2019-2020,Feb,45020.0,2000.0,1,793.0,1039.0,0,0.0
Claiborne,2019-2020,Mar,31020.0,1565.0,1,898.0,767.0,0,0.0
Claiborne,2019-2020,Apr,8620.0,703.0,1,420.0,205.0,0,0.0
Claiborne,2019-2020,May,29680.0,1410.0,3,939.0,512.0,0,0.0
Claiborne,2019-2020,June,26140.0,1240.0,0,594.0,371.0,0,0.0
Clay,2019-2020,July,965.0,358.0,0,120.0,0.0,4,10.0
Clay,2019-2020,Aug,985.0,385.0,0,130.0,0.0,4,10.0
Clay,2019-2020,Sept,885.0,380.0,0,120.0,0.0,4,10.0
Clay,2019-2020,Oct,760.0,315.0,0,105.0,0.0,4,10.0
Clay,2019-2020,Nov,660.0,250.0,0,95.0,0.0,4,10.0
Clay,2019-2020,Dec,530.0,202.0,0,90.0,0.0,4,10.0
Clay,2019-2020,Jan,540.0,224.0,0,94.0,0.0,4,10.0
Clay,2019-2020,Feb,480.0,197.0,0,88.0,0.0,4,10.0
Clay,2019-2020,Mar,310.0,103.0,0,46.0,0.0,4,10.0
Clay,2019-2020,Apr,205.0,113.0,0,50.0,0.0,4,10.0
Clay,2019-2020,May,188.0,126.0,0,58.0,0.0,4,10.0
Clay,2019-2020,June,170.0,144.0,0,96.0,0.0,4,10.0
Cocke,2019-2020,July,5720.0,19740.0,0,39.5,0.0,12,12.0
Cocke,2019-2020,Aug,7100.0,32700.0,4,30.2,0.0,0,0.0
Cocke,2019-2020,Sept,11060.0,16960.0,2,45.6,0.0,0,0.0
Cocke,2019-2020,Oct,15040.0,21360.0,1,47.8,0.0,0,0.0
Cocke,2019-2020,Nov,11120.0,23660.0,1,33.8,0.0,0,0.0
Cocke,2019-2020,Dec,18800.0,31700.0,2,116.0,44.5,0,0.0
Cocke,2019-2020,Jan,25640.0,10940.0,5,58.6,0.0,0,0.0
Cocke,2019-2020,Feb,4140.0,19100.0,1,9.8,0.0,0,0.0
Cocke,2019-2020,Mar,21060.0,1180.0,2,47.3,0.0,0,0.0
Cocke,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Cocke,2019-2020,May,5580.0,2260.0,0,18.0,0.0,0,0.0
Cocke,2019-2020,June,5700.0,0.0,0,62.4,0.0,0,0.0
Coffee,2019-2020,July,20920.0,3.0,0,43.59,0.0,0,0.0
Coffee,2019-2020,Aug,20980.0,3.0,0,43.71,0.0,0,0.0
Coffee,2019-2020,Sept,19940.0,2.0,0,41.46,0.0,0,0.0
Coffee,2019-2020,Oct,22800.0,30.0,0,47.54,0.0,0,0.0
Coffee,2019-2020,Nov,18000.0,1.0,0,37.5,0.0,0,0.0
Coffee,2019-2020,Dec,19560.0,1.0,0,40.77,0.0,0,0.0
Coffee,2019-2020,Jan,20140.0,1.0,0,41.98,0.0,0,0.0
Coffee,2019-2020,Feb,18040.0,0.0,0,37.61,0.0,0,0.0
Coffee,2019-2020,Mar,21580.0,0.0,0,44.99,0.0,0,0.0
Coffee,2019-2020,Apr,21880.0,3.0,0,45.61,0.0,0,0.0
Coffee,2019-2020,May,21240.0,2.0,0,44.25,0.0,0,0.0
Coffee,2019-2020,June,20480.0,2.0,0,42.68,0.0,0,0.0
Crockett,2019-2020,July,1020.0,360.0,0,237.0,0.0,0,0.0
Crockett,2019-2020,Aug,1020.0,590.0,1,251.0,0.0,0,0.0
Crockett,2019-2020,Sept,1275.0,360.0,0,292.0,0.0,0,0.0
Crockett,2019-2020,Oct,870.0,195.0,0,306.0,0.0,0,0.0
Crockett,2019-2020,Nov,1335.0,270.0,0,254.0,10.0,0,0.0
Crockett,2019-2020,Dec,1305.0,380.0,0,285.0,0.0,0,0.0
Crockett,2019-2020,Jan,855.0,255.0,0,244.0,0.0,0,0.0
Crockett,2019-2020,Feb,1020.0,470.0,0,250.0,0.0,0,0.0
Crockett,2019-2020,Mar,1099.0,220.0,0,229.0,0.0,0,0.0
Crockett,2019-2020,Apr,810.0,235.0,0,218.0,0.0,0,0.0
Crockett,2019-2020,May,840.0,520.0,0,249.0,0.0,0,0.0
Crockett,2019-2020,June,1185.0,220.0,0,311.0,0.0,0,0.0
Cumberland,2019-2020,July,5980.0,5980.0,12,480.0,0.0,2,5.0
Cumberland,2019-2020,Aug,6380.0,6380.0,12,480.0,0.0,1,5.0
Cumberland,2019-2020,Sept,7600.0,7600.0,8,390.0,0.0,58,25.0
Cumberland,2019-2020,Oct,8300.0,8300.0,4,900.0,0.0,1,8.0
Cumberland,2019-2020,Nov,6380.0,6380.0,3,360.0,0.0,0,0.0
Cumberland,2019-2020,Dec,17840.0,17840.0,6,780.0,0.0,0,0.0
Cumberland,2019-2020,Jan,24760.0,24760.0,9,900.0,0.0,2,2.0
Cumberland,2019-2020,Feb,15140.0,15140.0,13,840.0,0.0,20,2.0
Cumberland,2019-2020,Mar,14760.0,14760.0,10,660.0,0.0,0,0.0
Cumberland,2019-2020,Apr,4160.0,4160.0,7,960.0,0.0,0,0.0
Cumberland,2019-2020,May,4460.0,4460.0,4,840.0,0.0,12,3.0
Cumberland,2019-2020,June,3340.0,3340.0,7,1080.0,0.0,0,0.0
Davidson,2019-2020,July,480420.0,0.0,0,12948.0,0.0,13,453.5
Davidson,2019-2020,Aug,448860.0,0.0,0,11619.0,0.0,0,0.0
Davidson,2019-2020,Sept,348940.0,0.0,0,9987.0,0.0,13,505.0
Davidson,2019-2020,Oct,403180.0,0.0,0,11506.0,0.0,14,908.0
Davidson,2019-2020,Nov,328120.0,0.0,0,8568.0,0.0,11,558.5
Davidson,2019-2020,Dec,381500.0,0.0,0,10772.0,0.0,40,743.0
Davidson,2019-2020,Jan,389020.0,0.0,0,9638.0,0.0,3,219.0
Davidson,2019-2020,Feb,308460.0,0.0,0,8541.0,0.0,4,224.0
Davidson,2019-2020,Mar,434020.0,0.0,0,10980.0,0.0,8,182.0
Davidson,2019-2020,Apr,635180.0,0.0,0,12025.0,0.0,0,0.0
Davidson,2019-2020,May,475940.0,0.0,0,10747.0,0.0,0,0.0
Davidson,2019-2020,June,0.0,0.0,0,11325.0,0.0,0,0.0
DeKalb,2019-2020,July,19150.0,19150.0,0,498.0,0.0,0,0.0
DeKalb,2019-2020,Aug,36250.0,36250.0,0,889.0,0.0,0,0.0
DeKalb,2019-2020,Sept,8880.0,8880.0,0,180.0,0.0,0,0.0
DeKalb,2019-2020,Oct,28250.0,0.0,0,792.0,0.0,0,0.0
DeKalb,2019-2020,Nov,19650.0,0.0,0,576.0,0.0,0,0.0
DeKalb,2019-2020,Dec,18950.0,0.0,0,736.0,0.0,0,0.0
DeKalb,2019-2020,Jan,23550.0,0.0,0,763.0,0.0,0,0.0
DeKalb,2019-2020,Feb,27900.0,0.0,0,887.0,0.0,0,0.0
DeKalb,2019-2020,Mar,21180.0,0.0,0,526.4,0.0,0,0.0
DeKalb,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
DeKalb,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
DeKalb,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Decatur,2019-2020,July,9225.0,9225.0,0,93.99,0.0,0,0.0
Decatur,2019-2020,Aug,10069.0,10169.0,1,104.15,0.0,0,0.0
Decatur,2019-2020,Sept,7650.0,7650.0,1,83.6,0.0,0,0.0
Decatur,2019-2020,Oct,5710.0,5710.0,0,67.63,0.0,0,0.0
Decatur,2019-2020,Nov,2145.0,2145.0,0,49.9,0.0,0,0.0
Decatur,2019-2020,Dec,0.0,3115.0,0,34.7,0.0,0,0.0
Decatur,2019-2020,Jan,4490.0,4490.0,0,50.7,0.0,0,0.0
Decatur,2019-2020,Feb,0.0,0.0,0,0.0,0.0,0,0.0
Decatur,2019-2020,Mar,3685.0,0.0,0,38.5,0.0,0,0.0
Decatur,2019-2020,Apr,6955.0,0.0,0,80.3,0.0,0,0.0
Decatur,2019-2020,May,7840.0,7840.0,0,96.0,0.0,0,0.0
Decatur,2019-2020,June,8240.0,8240.0,0,112.9,0.0,0,0.0
Dickson,2019-2020,July,20420.0,30.0,1,20.8,11.2,0,0.0
Dickson,2019-2020,Aug,20960.0,16.0,0,21.3,10.3,0,0.0
Dickson,2019-2020,Sept,28440.0,12.0,19,32.3,12.1,0,0.0
Dickson,2019-2020,Oct,29820.0,207.0,2,21.0,10.1,0,0.0
Dickson,2019-2020,Nov,32620.0,22.0,2,11.8,10.3,0,0.0
Dickson,2019-2020,Dec,34440.0,12.0,2,39.0,11.0,0,0.0
Dickson,2019-2020,Jan,15080.0,75.0,2,15.8,10.1,0,0.0
Dickson,2019-2020,Feb,32400.0,30.0,3,22.1,10.5,0,0.0
Dickson,2019-2020,Mar,17080.0,5.0,1,25.6,4.0,0,0.0
Dickson,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Dickson,2019-2020,May,15800.0,110.0,13,36.3,4.0,0,0.0
Dickson,2019-2020,June,19680.0,11.0,5,54.3,10.5,0,0.0
Dyer,2019-2020,July,5480.0,5480.0,1,13.6,5.2,0,0.0
Dyer,2019-2020,Aug,3700.0,3700.0,2,34.9,2.0,0,0.0
Dyer,2019-2020,Sept,10300.0,10300.0,2,51.6,5.0,0,0.0
Dyer,2019-2020,Oct,17422.0,17422.0,1,53.16,1.5,0,0.0
Dyer,2019-2020,Nov,8550.0,8550.0,0,21.0,8.0,0,0.0
Dyer,2019-2020,Dec,9021.0,9021.0,0,102.5,5.4,0,0.0
Dyer,2019-2020,Jan,7320.0,7320.0,1,81.9,7.8,0,0.0
Dyer,2019-2020,Feb,14600.0,14600.0,1,67.9,6.7,0,0.0
Dyer,2019-2020,Mar,16950.0,16950.0,2,104.6,10.7,0,0.0
Dyer,2019-2020,Apr,90.5,90.5,0,42.0,4.2,0,0.0
Dyer,2019-2020,May,7250.0,7250.0,0,77.3,0.0,0,0.0
Dyer,2019-2020,June,15245.0,15245.0,0,84.0,9.5,0,0.0
Fayette,2019-2020,July,0.0,0.0,0,0.0,0.0,0,0.0
Fayette,2019-2020,Aug,0.0,0.0,0,0.0,0.0,0,0.0
Fayette,2019-2020,Sept,0.0,0.0,0,0.0,0.0,0,0.0
Fayette,2019-2020,Oct,1260.0,0.0,0,0.0,0.0,0,0.0
Fayette,2019-2020,Nov,0.0,0.0,1,0.0,0.0,0,0.0
Fayette,2019-2020,Dec,0.0,0.0,0,0.0,0.0,0,0.0
Fayette,2019-2020,Jan,12900.0,0.0,1,79.21,0.0,0,0.0
Fayette,2019-2020,Feb,13940.0,0.0,1,70.23,0.0,0,0.0
Fayette,2019-2020,Mar,13820.0,0.0,1,91.16,7.4,4,32.0
Fayette,2019-2020,Apr,11680.0,0.0,7,71.68,0.0,5,15.0
Fayette,2019-2020,May,5360.0,0.0,8,68.13,0.0,4,16.0
Fayette,2019-2020,June,4820.0,0.0,2,68.71,0.0,2,8.0
Fentress,2019-2020,July,5450.0,0.0,0,27.0,13.0,0,0.0
Fentress,2019-2020,Aug,6662.5,0.0,1,34.0,45.0,0,0.0
Fentress,2019-2020,Sept,15125.0,0.0,0,20.25,150.75,0,0.0
Fentress,2019-2020,Oct,17525.0,0.0,0,137.5,17525.0,0,0.0
Fentress,2019-2020,Nov,4675.0,0.0,0,15.0,15.0,0,0.0
Fentress,2019-2020,Dec,14100.0,0.0,0,52.0,51.0,0,0.0
Fentress,2019-2020,Jan,5525.0,0.0,0,168.0,53.0,0,0.0
Fentress,2019-2020,Feb,12275.0,0.0,0,35.0,61.0,0,0.0
Fentress,2019-2020,Mar,7600.0,0.0,0,37.0,29.0,0,0.0
Fentress,2019-2020,Apr,2425.0,0.0,0,39.0,58.0,0,0.0
Fentress,2019-2020,May,10450.0,0.0,0,50.0,74.0,0,0.0
Fentress,2019-2020,June,11150.0,0.0,0,47.0,85.0,0,0.0
Franklin,2019-2020,July,18720.0,0.0,5,131.3,0.0,0,0.0
Franklin,2019-2020,Aug,9040.0,0.0,0,124.0,0.0,0,0.0
Franklin,2019-2020,Sept,13460.0,1.0,0,154.0,0.0,0,0.0
Franklin,2019-2020,Oct,31580.0,0.0,7,211.5,0.0,0,0.0
Franklin,2019-2020,Nov,12520.0,0.0,2,52.2,0.0,0,0.0
Franklin,2019-2020,Dec,16340.0,0.0,1,120.0,0.0,0,0.0
Franklin,2019-2020,Jan,29280.0,0.0,4,155.7,0.0,0,0.0
Franklin,2019-2020,Feb,34800.0,0.0,2,137.7,0.0,0,0.0
Franklin,2019-2020,Mar,34400.0,0.0,0,154.8,0.0,0,0.0
Franklin,2019-2020,Apr,26160.0,0.0,4,131.4,0.0,0,0.0
Franklin,2019-2020,May,5380.0,0.0,0,85.0,0.0,0,0.0
Franklin,2019-2020,June,14340.0,0.0,0,117.0,0.0,0,0.0
Gibson,2019-2020,July,12600.0,12600.0,6,77.41,0.0,0,0.0
Gibson,2019-2020,Aug,16120.0,16120.0,5,134.52,0.0,0,0.0
Gibson,2019-2020,Sept,10320.0,10320.0,6,134.52,0.0,0,0.0
Gibson,2019-2020,Oct,4700.0,4700.0,7,38.3,0.0,0,0.0
Gibson,2019-2020,Nov,3920.0,3920.0,4,41.51,0.0,0,0.0
Gibson,2019-2020,Dec,7660.0,3920.0,5,77.17,0.0,0,0.0
Gibson,2019-2020,Jan,4200.0,3920.0,4,38.98,0.0,0,0.0
Gibson,2019-2020,Feb,6480.0,3920.0,5,64.75,0.0,0,0.0
Gibson,2019-2020,Mar,8400.0,3920.0,5,59.34,0.0,0,0.0
Gibson,2019-2020,Apr,3340.0,3340.0,7,105.38,0.0,0,0.0
Gibson,2019-2020,May,6580.0,0.0,5,26.0,0.0,0,0.0
Gibson,2019-2020,June,8230.0,0.0,5,65.77,0.0,0,0.0
Giles,2019-2020,July,6300.0,20.0,5,300.0,0.0,0,0.0
Giles,2019-2020,Aug,2760.0,20.0,4,260.0,0.0,0,0.0
Giles,2019-2020,Sept,3200.0,20.0,1,404.0,0.0,0,0.0
Giles,2019-2020,Oct,14000.0,20.0,6,279.0,0.0,0,0.0
Giles,2019-2020,Nov,6000.0,20.0,5,188.0,0.0,0,0.0
Giles,2019-2020,Dec,3000.0,0.0,1,4.0,0.0,0,0.0
Giles,2019-2020,Jan,8440.0,30.0,5,289.0,8.0,0,0.0
Giles,2019-2020,Feb,8700.0,10.0,2,20.0,0.0,0,0.0
Giles,2019-2020,Mar,3820.0,10.0,2,170.0,0.0,0,0.0
Giles,2019-2020,Apr,200.0,10.0,2,4.0,0.0,6,6.0
Giles,2019-2020,May,1600.0,10.0,2,0.0,0.0,4,4.0
Giles,2019-2020,June,0.0,0.0,2,0.0,0.0,4,4.0
Grainger,2019-2020,July,14320.0,14320.0,0,49.5,15.5,0,0.0
Grainger,2019-2020,Aug,8620.0,8620.0,3,24.0,12.0,0,0.0
Grainger,2019-2020,Sept,7740.0,7740.0,3,33.5,0.0,0,0.0
Grainger,2019-2020,Oct,14900.0,14900.0,2,19.25,33.0,0,0.0
Grainger,2019-2020,Nov,11440.0,11440.0,4,18.5,15.5,0,0.0
Grainger,2019-2020,Dec,8160.0,8160.0,4,2.5,23.5,0,0.0
Grainger,2019-2020,Jan,10840.0,10840.0,3,15.5,16.5,0,0.0
Grainger,2019-2020,Feb,7360.0,7360.0,3,24.0,3.0,0,0.0
Grainger,2019-2020,Mar,0.0,0.0,0,0.0,0.0,0,0.0
Grainger,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Grainger,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Grainger,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Greene,2019-2020,July,56245.0,9220.0,6,63.0,15.5,90,90.0
Greene,2019-2020,Aug,55640.0,8365.0,7,72.5,21.5,20,25.0
